0,1,0,B-,1,0,0,100.00
1,2,0,B-,2,1,0,100.000
2,4,0,B-,3,3,0,100.00
2,6,0,B-,3,5,3080,16.00
2,6,0,B-,3,5,980,84.00
2,6,0,B-,3,5,9670,0.900
2,6,0,B-,3,5,5150,16.00
3,5,0,B-,4,4,3030,100.00
3,6,0,B-,4,5,7940,1.500
3,6,0,B-,4,5,11282,1.100
3,6,0,B-,4,5,2429.4,29.700
3,6,0,B-,4,5,0,49.200
3,6,0,B-,4,5,2.78E+3,15.800
3,6,0,B-,4,5,11810,2.700
3,8,0,B-,4,7,1.819E+4,0.5500
3,8,0,B-,4,7,3955,6.800
3,8,0,B-,4,7,3400,0.900
3,8,0,B-,4,7,8020,15.500
3,8,0,B-,4,7,5255,2.400
3,8,0,B-,4,7,7030,0.8600
3,8,0,B-,4,7,320.04,7.700
3,8,0,B-,4,7,8813,8.900
3,8,0,B-,4,7,1.63E+4,0.04800
3,8,0,B-,4,7,10590,7.800
3,8,0,B-,4,7,2654,17.00
3,8,0,B-,4,7,3889,22.700
4,3,0,EC,3,4,477.612,10.4400
4,3,0,EC,3,4,0,89.5600
4,6,0,B-,5,5,0,100.000
4,7,0,B-,5,6,2124.693,31.400
4,7,0,B-,5,6,7285.51,0.0300
4,7,0,B-,5,6,5020.31,0.28200
4,7,0,B-,5,6,4444.89,0.05400
4,7,0,B-,5,6,6791.80,6.4700
4,7,0,B-,5,6,7977.84,4.0000
4,7,0,B-,5,6,0,54.700
4,7,0,B-,5,6,9876,3.100
4,8,0,B-,5,7,0,99.5000
5,7,0,B-,6,6,1.03E+4,0.06200
5,7,0,B-,6,6,12710,0.0002600
5,7,0,B-,6,6,7657.8,0.5400
5,7,0,B-,6,6,0,98.21600
5,7,0,B-,6,6,4439.82,1.18200
5,8,0,B-,6,7,0,92.100
5,8,0,B-,6,7,3684.507,7.600
5,8,0,B-,6,7,7547,0.09400
5,8,0,B-,6,7,9897,0.02200
5,8,0,B-,6,7,3853.807,0.700
5,8,0,B-,6,7,8860,0.1600
5,8,0,B-,6,7,3089.443,0.700
5,12,0,B-,6,11,6080,4.00
5,12,0,B-,6,11,3930,20.00
5,12,0,B-,6,11,331,2.100
5,12,0,B-,6,11,2710,33.00
5,12,0,B-,6,11,217,2.800
5,12,0,B-,6,11,0,17.00
5,12,0,B-,6,11,4050,1.500
5,12,0,B-,6,11,4780,0.900
5,14,0,B-N,6,12,0,51.5524
5,14,0,B-,6,13,581,71.800
5,14,0,B-,6,13,4763,16.000
6,8,0,B-,7,7,0,100.00
6,9,0,B-,7,8,6323.78,0.00400
6,9,0,B-,7,8,5298.822,63.200
6,9,0,B-,7,8,8312.62,0.04100
