0,1,0,613.9
0,4,0,156.0
1,2,0,38878963.20
1,4,0,318.0
1,4,3.1E+3,318.0
1,4,8.1E+3,408.0
1,4,1.61E+4,288.0
1,4,2.44E+4,210.0
1,5,0,93.00
1,5,4.1E+3,336.0
1,5,8.0E+3,240
1,5,1.23E+4,252.0
1,5,1.87E+4,234.0
1,6,0,5.40
2,3,0,38.880
2,4,0,0.8067
2,4,5.6E+3,726.0
2,4,1.39E+4,444.0
2,4,1.55E+4,240
2,4,2.42E+4,654.0
2,5,2.92E+3,119.40
2,5,5.8E+3,240
2,6,0,0.1191
2,6,3.1E+3,36.0
2,6,4.36E+3,78.0
2,6,6.03E+3,9.00
2,6,7.16E+3,6.0
3,2,0,73.80
3,3,4312,78.00
3,3,5.65E+3,90.0
3,3,17985,180.720
3,3,2.3E+4,720
3,3,24779,405.00
3,3,24890,319.20
3,3,26590,520.80
3,4,477.612,7.3E-14
3,4,6680,52.80
3,5,0,0.8399
3,5,980.80,8.2E-15
3,6,0,0.1783
3,6,5380,36.0
3,6,1.71E+4,48.0
3,6,1.89E+4,14.40
3,7,6.7E+2,6.0
3,7,2.33E+3,72.0
3,7,2820,18.0
3,7,4.60E+3,12.0
3,7,5.2E+3,24.0
3,8,0,0.00875
3,8,1266,31.80
3,8,2474,75.60
3,9,3.88E+3,66.0
4,2,1670,69.60
4,3,0,459820.80
4,3,429.08,1.33E-13
4,3,6.73E+3,72.0
4,3,7210,24.00
4,4,1.135E+4,210.0
4,4,19860,42.0
4,4,2.224E+4,48.0
4,5,2.78E+3,66.00
4,5,5.59E+3,79.80
4,5,6380,72.60
4,5,6760,79.80
4,5,1.865E+4,18.0
4,5,19465,36.0
4,5,20510,36.0
4,5,20750,40.80
4,6,0,4.76519760E+12
4,6,3368.03,1.25E-13
4,6,5958.39,5.5E-14
4,6,6179.3,8E-13
4,7,0,13.76
4,7,320.04,1.15E-13
4,7,7030,18.00
4,7,8813,12.00
4,7,9.4E+3,420.0
4,7,1.630E+4,42.0
4,7,1.819E+4,90.0
4,8,0,0.02146
4,8,2109,9.57E-13
4,8,2251,2.30E-7
4,8,2715,1.3E-15
4,8,1.32E+4,60
4,9,0,2.7E-21
4,10,0,0.00435
4,11,0,34.80
4,12,0,48.0
5,3,0,0.770
5,3,3.5E+3,480
5,4,2.78E+3,187.80
5,4,4.8E+3,72.0
5,4,6985,130.80
5,4,14010,23.40
5,4,1.470E+4,81.00
5,4,2.07E+4,96.0
5,5,718.380,7.070E-10
5,5,1740.05,4.9E-15
5,5,2154.27,1.48E-12
5,5,3587.13,1.02E-13
5,5,8070,48.0
5,5,10825,21.00
5,5,1.434E+4,48.0
5,5,1.82E+4,90.0
5,6,10960,270.0
5,6,1.204E+4,60
5,6,14040,30.0
5,6,1.800E+4,52.20
5,7,0,0.02020
5,7,953.14,1.80E-13
5,7,1673.65,3.5E-14
5,7,2620.8,3.5E-14
5,7,7.7E+3,114.00
5,7,1.28E+4,210.0
5,7,1.78E+4,210.0
5,8,0,0.01733
5,8,3534.6,2E-13
5,8,3712.6,2.7E-13
5,8,4131,4.3E-14
5,9,0,0.0125
5,9,1860,60.0
5,10,0,0.00993
5,12,0,0.00508
5,14,0,0.00292
5,15,9.4E+2,54.0
6,3,0,0.1265
6,3,4400,165.00
6,4,0,19.290
6,4,3353.7,1.07E-13
6,5,0,1221.840
6,5,2000.0,7.1E-15
6,5,4318.8,8.3E-15
6,5,4804.2,7.6E-15
6,5,6339.2,7.62E-14
6,5,6478.2,5.5E-15
6,5,6904.8,4.8E-14
6,5,7499.7,6.3E-14
6,5,8420,3.0E-17
6,6,1.03E+4,180.0
6,6,1.33E+4,102.0
6,6,15440,106.20
6,6,1.92E+4,66.0
6,6,2.160E+4,72.00
6,6,21990,36.60
6,6,2.265E+4,192.0
6,6,23990,34.20
6,6,2.441E+4,78.0
6,6,2.530E+4,30.60
6,6,2.540E+4,120
6,6,2.70E+4,84.0
6,6,28830,92.40
6,6,30290,92.40
6,6,31160,126.00
6,6,32290,79.20
6,6,3.347E+4,115.80
6,7,3089.443,1.07E-15
6,7,3684.507,1.10E-15
6,7,3853.807,8.60E-12
6,8,0,17987832000
6,8,6093.8,7E-15
6,8,6589.4,3.0E-12
6,8,6728.2,6.6E-11
6,8,6902.6,2.5E-14
6,8,7012,9.0E-15
6,8,7341,1.11E-13
6,9,0,2.449
6,9,740.0,2.61E-9
6,10,0,0.747
6,11,0,0.193
6,11,217,3.66E-10
6,11,332,1.51E-11
6,11,2150,31.80
6,11,2710,2.40
6,11,3085,6.00
6,11,3930,9.60
6,11,4050,3.60
6,11,4250,8.40
6,11,4780,18.0
6,11,6080,150.0
6,11,6200,21.00
6,11,7470,34.80
6,11,8850,39.60
6,11,10560,18.00
6,11,11710,18.00
6,11,12610,27.00
6,11,13700,36.0
6,11,1.63E+4,30.0
6,12,0,0.092
6,12,1588,1.55E-11
6,12,2515,3.2E-12
6,13,0,0.0463
6,13,209,1.34E-9
6,13,1.46E+3,17.40
6,14,0,0.0163
6,14,1618,6.8E-12
6,16,0,0.0061
7,3,0,150.0
7,3,9E+2,120.0
7,4,730,36.0
7,5,0,0.011000
7,5,1800,45.00
7,5,5348,16.20
7,5,9800,27.00
7,5,10300,27.00
7,5,11000,21.00
7,6,0,597.900
7,7,2312.798,6.8E-14
7,7,3948.10,4.8E-15
7,7,4915.1,5.3E-15
7,7,5105.89,4.35E-12
7,7,5691.44,1.1E-14
7,7,5834.25,8.30E-12
7,7,6203.5,1.11E-13
7,7,6446.17,4.30E-13
7,7,7029.12,3.7E-15
7,7,8490,1.32E-14
7,7,8964,7.3E-14
7,7,9129.0,9E-15
7,8,5270.155,1.79E-12
7,8,5298.822,1.7E-14
7,8,6323.78,1.46E-16
7,8,7155.05,1.2E-14
7,8,7300.83,4.2E-16
7,8,7567.1,8E-15
7,8,8312.62,1.2E-15
7,8,8571.40,5E-16
7,8,9049.71,3.5E-16
7,8,9151.90,9.7E-16
7,8,9154.90,5E-15
7,8,9222.1,9.0E-14
7,8,9760,1.8E-15
7,8,9829,1.2E-14
7,8,9925.0,2.1E-16
7,8,10066.0,6.9E-17
7,8,10693.2,1.2E-14
7,9,0,7.13
7,9,120.42,0.00000525
7,9,298.22,9.13E-11
7,9,397.27,3.90E-12
7,10,0,4.173
7,10,1373.9,6.4E-14
7,10,1849.6,2.8E-11
7,10,1906.8,7.6E-12
7,10,2526.0,2.29E-11
7,10,3128.9,1.91E-10
